Start Time,Duration,Run ID,Name,Source Type,Source Name,User,Status,Requested Version,Requested Version Accuracy,Requested Version Count,Requested Version path
2021-12-08 00:32:32,233ms,a269f97f9f084829b1632160aefbe401,,LOCAL,C:\Users\Amr El-Agoz\AppData\Local\Programs\Python\Python39\lib\site-packages\ipykernel_launcher.py,Amr El-Agoz,FINISHED,ver2,95.96774193548387,124,D:\WorkSpace\ITI\DS in production\iris_project\remote\71\fe66e6066491615564d30adb6ec260
2021-12-08 00:22:03,251ms,3a0c9ddda6e24eb2802ab781ce5dbe2b,,LOCAL,C:\Users\Amr El-Agoz\AppData\Local\Programs\Python\Python39\lib\site-packages\ipykernel_launcher.py,Amr El-Agoz,FINISHED,ver1,95.33333333333334,150,D:\WorkSpace\ITI\DS in production\iris_project\remote\71\7820ef0af287ff346c5cabfb4c612c
